,X,Y,Facies,Porosity,Perm,AI
210,490,874,1,0.181289437,31.87575305,2262.699351
211,500,874,1,0.180069165,162.254515,2385.434144
212,470,864,1,0.180303792,46.14850661,1965.141596
213,480,864,1,0.183553036,39.28674854,2309.825053
214,490,864,1,0.186311206,357.9238132,2285.454891
215,500,864,1,0.175620135,331.6325503,2305.327591
217,560,689,1,0.122718285,2.785847875,2834.06188
220,290,779,1,0.143771237,40.44238837,2611.376118
221,410,839,1,0.16788658,60.13546846,2154.55256
224,810,869,1,0.09507385,0.514628006,3501.916195
229,110,149,1,0.084830531,18.50201401,3975.317238
231,120,829,1,0.08567989,1.174890166,3513.307571
233,720,689,1,0.093439291,0.044340997,3440.616069
235,360,989,1,0.138854608,57.63501563,2862.417664
236,880,59,0,0.08383415,0.861936934,5124.532354
242,400,919,1,0.164059995,801.9024308,2005.468867
247,700,719,1,0.090628731,8.548867056,2995.741804
248,240,399,1,0.088415732,9.859799909,3089.04281
249,530,149,1,0.09003666,3.248374275,4458.754168
251,390,999,1,0.149565101,24.41823634,2631.439866
252,570,479,1,0.085104276,0.63718722,3927.211326
254,550,709,1,0.133023113,7.44056127,2887.388464
258,670,509,1,0.095517337,36.5493587,3638.764569
261,60,199,1,0.09320597,21.03747605,3781.400998
262,480,929,1,0.181787345,297.2801302,2003.579309
264,810,979,0,0.082942488,1.377639922,3771.938792
265,860,869,1,0.089881215,2.267814598,3775.548356
268,790,279,0,0.083708499,130.1159976,4210.096196
269,10,129,1,0.096355633,21.13937222,3940.263173
273,440,999,1,0.153878163,61.2311308,1950.525091
274,360,549,1,0.126554085,3.027421217,2799.976919
279,110,899,0,0.094858265,1.313658681,3937.040351
283,670,819,1,0.139266866,26.9162563,2802.888767
284,400,909,1,0.173583423,546.7535941,1963.091247
286,160,229,1,0.093246601,48.71720859,4071.785844
290,360,699,1,0.174853798,2813.695594,2633.345172
295,290,949,1,0.120774861,11.16259502,2828.267596
297,320,709,1,0.160953006,231.9379147,2269.625864
299,740,999,1,0.084075774,42.97670397,3342.951336
311,550,579,1,0.086553891,1.491780565,2777.425448
316,270,609,1,0.116284975,92.47052354,2942.249559
317,650,619,1,0.0855302,0.36573459,3125.254063
318,610,309,1,0.098806639,24.39340991,4140.735454
322,160,809,1,0.088983521,3.483681043,3510.538024
323,540,969,1,0.156838224,73.21751438,2064.730175
324,940,679,0,0.090419859,128.4393238,3891.002669
326,260,869,1,0.105418518,30.94915924,2900.872211
329,660,829,1,0.14121379,13.02251071,2860.763399
331,410,759,1,0.169403762,462.2725145,2412.308344
333,130,339,1,0.093970025,5.633510077,3320.866216
339,620,889,1,0.14953193,78.54123911,2818.147956
340,580,879,1,0.168224302,161.6367533,2381.256769
348,230,699,1,0.122142772,46.0312961,2568.920076
355,610,989,1,0.135646651,12.67938002,2123.307671
358,920,679,1,0.089856403,122.0389897,3863.652684
361,480,739,1,0.150735724,66.43930241,2271.526496
370,580,699,1,0.129226178,1.377639922,2861.054321
375,650,79,0,0.09218336,3.012062326,4762.831484
379,790,449,1,0.101431979,158.3815299,3788.924544
380,110,969,1,0.086282365,6.890509959,3928.997856
383,0,739,0,0.097924527,0.67574028,4149.448883
385,700,919,1,0.118249038,13.25977958,3254.26732
388,640,399,1,0.09460558,57.32803741,3551.180663
392,950,299,0,0.086427389,22.03406315,4303.718003
393,20,439,1,0.088061769,35.21719961,3376.954458
406,370,519,1,0.09760921,5.174763534,2917.034232
407,290,739,1,0.147996577,25.361245,2451.823492
412,620,299,1,0.093309115,23.52823508,4068.749893
416,300,789,1,0.146122633,106.8948687,2555.036061
422,290,889,1,0.122363833,54.0847981,2794.410388
425,420,579,1,0.137302756,2.031867523,2868.968815
427,810,639,1,0.090966155,2.186824539,3441.929836
428,660,929,1,0.12363176,10.43246291,2258.065164
430,380,979,1,0.149047178,60.22729629,2561.487487
435,330,649,1,0.167297243,61.80999919,2654.384326
437,120,909,1,0.092034072,0.649457023,3975.212929
444,880,479,1,0.090807936,20.88820783,4094.806658
448,250,749,1,0.130686321,12.33587554,2783.971579
451,640,639,1,0.082941067,0.17093288,3282.290531
452,630,769,1,0.136884422,14.70575555,2749.282129
455,610,709,1,0.125025332,2.203572191,2776.98126
460,770,159,0,0.097991102,18.01450365,4656.141867
461,80,809,0,0.092268,0.426239616,3794.040082
463,760,849,1,0.098195941,4.524552684,3395.856562
464,230,499,1,0.092289999,250.6440591,3331.821273
465,360,319,1,0.095431043,7.763364557,3512.254206
468,410,569,1,0.134780141,0.670433981,2799.171493
470,300,919,1,0.119532111,7.354027271,2931.522696
476,70,509,1,0.086005404,84.81097993,2877.669396
481,210,739,1,0.117420351,24.26348463,2969.274081
482,950,129,0,0.093920197,15.78706672,4927.164478
485,530,669,1,0.122844818,4.404214878,2504.74697
486,50,149,1,0.092546186,33.52189225,3707.665952
488,850,669,1,0.089120142,6.413659926,3571.379812
493,900,739,1,0.08899372,0.066184459,3446.923252
497,120,689,1,0.079210481,7.182140037,3580.375263
501,300,619,1,0.148010675,148.2857193,2791.604058
502,130,779,1,0.093180892,3.341376673,3399.291255
504,360,639,1,0.166207246,163.3309002,2631.382417
506,340,859,1,0.141331171,1342.743811,2508.454517
507,570,919,1,0.168522163,589.6492562,2244.107648
509,750,279,1,0.092123537,82.3456161,4133.951512
512,470,839,1,0.17245057,106.7318873,2077.463858
514,120,169,1,0.084481761,14.2855391,4287.36639
515,140,669,1,0.092322627,14.40226734,3241.156951
517,10,9,1,0.099075951,0.798014372,3929.605694
519,320,909,1,0.122251752,23.87177459,2615.53514
522,480,759,1,0.157003219,10.5820975,2163.49028
526,550,39,0,0.097790707,6.080125147,4151.325908
539,670,849,1,0.134266108,12.09051608,2825.214561
543,60,129,1,0.086250203,25.82989233,4070.591915
544,330,929,1,0.129236067,71.90736915,2553.363746
548,430,49,0,0.093243133,2.720733664,4109.855953
555,870,409,0,0.078601287,72.01717287,4208.116914
559,630,739,1,0.12659654,18.90150431,2929.106732
563,480,789,1,0.171388669,712.1046207,2224.421233
